,Title,Runtime,Stars,Year,Budget,Promo,Season,Rating,Genre,R1,R2,R3,Success
360,"""Broken Promises""",125,1,2020,81.98527290662211,50.35677600365149,Fall,PG13,Drama,"""Underwhelming character arcs that lack growth or significance.""","""A film that leaves you with a sense of awe and admiration.""","""An absence of character depth that makes the personas uninteresting.""",False
361,"""Whispers of Love""",136,2,2020,49.004014620223586,30.569200756931437,Spring,PG,Drama,"""Flat and unremarkable cinematography that fails to leave an impression.""","""A narrative that lacks coherence, resulting in a confusing storyline.""","""Underdeveloped conflicts that lack depth and substance.""",False
362,"""Reverie's End""",126,1,2019,139.7481650861,170.23476091483738,Summer,PG,Drama,"""A mesmerizing experience that captivates from start to finish.""","""An inspiring tale that resonates with its authenticity.""","""An overreliance on genre tropes that hinder storytelling.""",True
363,"""Unseen Legacy""",126,3,2018,28.220270842307745,26.458016721365432,Fall,R,Drama,"""Uninspired direction that lacks creativity and vision.""","""Aiming for emotional impact but falling short of eliciting genuine feelings.""","""A heartfelt narrative that tugs at your heartstrings.""",False
364,"""The Forsaken Path""",140,1,2014,53.366086001654025,34.77597568767515,Summer,PG13,Drama,"""Inconsistent pacing that disrupts the film's flow and rhythm.""","""A visual feast that immerses you in its vibrant world.""","""An absence of narrative drive that leads to a lack of engagement.""",False
365,"""Fragments of Silence""",144,0,2006,213.43559578069585,138.9080755440603,Summer,R,Drama,"""Underwhelming world-building that fails to create a believable universe.""","""An overuse of clichés that detracts from any semblance of originality.""","""An enchanting tale that sparks joy and wonder.""",True
366,"""Whispers of the Heart""",127,4,2014,90.85903739276533,78.03757042845459,Spring,PG13,Drama,"""Unconvincing performances that fail to evoke genuine emotions.""","""A narrative that lacks depth, feeling shallow and unengaging.""","""Flat and predictable plot developments that offer no surprises.""",False
367,"""Aurora's Legacy""",139,0,2001,32.779223598841554,19.03115874150155,Winter,R,Drama,"""An absence of emotional depth that leaves the film feeling detached.""","""Underwhelming character development that leaves personas feeling shallow.""","""Ineffective use of visual symbolism that adds little to the storytelling.""",False
368,"""Fading Echoes""",133,0,2008,62.65975888861869,59.91536633452905,Winter,PG,Drama,"""An absence of narrative coherence that makes the story disjointed.""","""Unremarkable cinematography that fails to capture the essence of the story.""","""Aiming for complexity but delivering a convoluted and messy plot.""",False
369,"""Whispers of Fate""",133,0,2005,184.4872703162925,110.63985976762757,Summer,PG,Drama,"""Underwhelming character development that leaves personas feeling shallow.""","""An absence of emotional depth that leaves the film feeling detached.""","""A celebration of diversity and inclusivity, leaving a positive mark.""",False
370,"""Ephemeral Grief""",124,0,2013,88.91581378225975,114.83364028444021,Winter,R,Drama,"""A beautifully woven narrative that captures the imagination.""","""Flat and unconvincing performances that fail to engage the audience.""","""An absence of narrative coherence that leaves the story disjointed.""",True
371,"""Shattered Echoes""",131,1,2017,66.92111999365362,96.95369845378664,Summer,PG13,Drama,"""Unconvincing character interactions that lack depth and authenticity.""","""A narrative that lacks originality, feeling like a recycled concept.""","""Underwhelming special effects that fail to impress or immerse.""",False
372,"""Mystic Whispers""",136,0,2019,115.36314588041249,106.06994930010192,Fall,R,Drama,"""An overuse of dramatic elements that feels forced and artificial.""","""A journey of self-discovery that inspires and uplifts.""","""Inconsistent character motivations that feel contrived and unnatural.""",False
373,"""The Unseen Journey""",129,4,2015,64.1763964674808,47.78256329212186,Fall,PG13,Drama,"""Flat and uninspiring storytelling that fails to captivate the audience.""","""A narrative that lacks focus, making it difficult to engage with the plot.""","""An exhilarating ride that blends action and heart seamlessly.""",False
374,"""Veil of Secrets""",123,3,2020,94.03566650771053,61.11049385010134,Spring,R,Drama,"""Underdeveloped conflicts that fail to drive the narrative.""","""A touching story that resonates deeply with its audience.""","""An absence of thematic depth that renders the story superficial.""",False
375,"""Whispers of Redemption""",118,0,2008,71.47111504177306,45.00285404309893,Spring,R,Drama,"""Unconvincing performances that lack emotional depth and authenticity.""","""An unsatisfying resolution that fails to provide closure.""","""A testament to the power of cinema, leaving a lasting impression.""",False
376,"""Echoes of Tomorrow""",129,1,2003,54.04537019404045,75.90092162918809,Summer,PG13,Drama,"""Underwhelming character arcs that lack growth or significance.""","""An absence of character depth that makes the personas uninteresting.""","""Flat and unremarkable cinematography that fails to leave an impression.""",False
377,"""The Silent Embrace""",120,0,2009,123.03962273857043,138.13743698082627,Spring,PG13,Drama,"""A cinematic gem that captures the essence of the human experience.""","""A narrative that lacks coherence, resulting in a confusing storyline.""","""An experience that lingers in your thoughts long after it ends.""",True
378,"""Shattered Silence""",128,1,2000,164.24889683622848,161.07377299124025,Summer,PG,Drama,"""Underdeveloped conflicts that lack depth and substance.""","""An overreliance on genre tropes that hinder storytelling.""","""Uninspired direction that lacks creativity and vision.""",False
379,"""Echoes of Desolation""",131,2,2023,185.37953805429188,208.3523233544547,Summer,R,Drama,"""Aiming for emotional impact but falling short of eliciting genuine feelings.""","""Inconsistent pacing that disrupts the film's flow and rhythm.""","""An absence of narrative drive that leads to a lack of engagement.""",True
380,"""Fragments of Yesterday""",120,1,2018,52.38272085847814,44.285449867025164,Spring,PG13,Drama,"""Underwhelming world-building that fails to create a believable universe.""","""An overuse of clichés that detracts from any semblance of originality.""","""A film that celebrates the human spirit in all its glory.""",False
381,"""Whispers in Time""",131,1,2023,53.08078773042833,58.21017040822595,Summer,R,Drama,"""A heartwarming tale that evokes genuine emotions.""","""An engaging narrative that keeps you on the edge of your seat.""","""Unconvincing performances that fail to evoke genuine emotions.""",True
382,"""Eternal Whispers""",140,0,2002,57735437.74792406,63.89067775799916,Summer,PG,Drama,"""A narrative that lacks depth, feeling shallow and unengaging.""","""Flat and predictable plot developments that offer no surprises.""","""A visually stunning spectacle that dazzles and mesmerizes.""",False
383,"""Shadows of the Past""",131,3,2003,33.03610107307459,37.972886012740176,Fall,PG13,Drama,"""An absence of emotional depth that leaves the film feeling detached.""","""Underwhelming character development that leaves personas feeling shallow.""","""Ineffective use of visual symbolism that adds little to the storytelling.""",False
384,"""Aurora's Embrace""",142,1,2006,167.22088243596494,164.98932442561798,Summer,PG,Drama,"""An absence of narrative coherence that makes the story disjointed.""","""Unremarkable cinematography that fails to capture the essence of the story.""","""Aiming for complexity but delivering a convoluted and messy plot.""",False
385,"""Fading Memories""",142,2,2015,73.76509885805514,101.95196845406285,Winter,PG13,Drama,"""A celebration of creativity and imagination, leaving you inspired.""","""Flat and unconvincing performances that lack emotional resonance.""","""Underdeveloped storytelling that fails to explore its potential depth.""",True
386,"""Whispers of Forgiveness""",126,1,2017,37.45575593975396,55.109320410971144,Summer,PG13,Drama,"""An overuse of dramatic elements that feels forced and contrived.""","""Unconvincing character interactions that lack authenticity and depth.""","""A narrative that lacks originality, feeling like a rehash of familiar tropes.""",False
387,"""Echoes of Passion""",126,0,2014,159.3229445033067,222.14488891938166,Summer,R,Drama,"""Underwhelming visual effects that fail to create an immersive experience.""","""An absence of narrative clarity that leaves the story confusing.""","""Inconsistent characterizations that make personas feel inconsistent.""",False
388,"""Silent Reverie""",120,3,2002,78.73696171475558,107.88863894324426,Fall,R,Drama,"""An overabundance of plot holes that detracts from the film's credibility.""","""Unconvincing character motivations that undermine the credibility of the story.""","""Flat and uninspiring storytelling that fails to engage the audience.""",False
